[LIBGPUSPATIAL] [ 52915][11:00:16:949314][info  ] Initializing GpuSpatialRuntime on device 0, PTX root /mnt/data/sedona-db/target/release/build/sedona-libgpuspatial-49614f8a870dbe66/out/share/gpuspatial/shaders
[LIBGPUSPATIAL] [ 52915][11:00:20:846229][info  ] RTSpatialRefiner 0x74c8db5a7550 (Free 22005 MB), Loaded Geometries, ProbeArray 13740, Loaded 2726, Type MultiPolygon
[LIBGPUSPATIAL] [ 52915][11:00:20:846366][info  ] RTSpatialRefiner 0x74c8db5a7550 (Free 22005 MB), Evaluating 390657 Geometry Pairs with Predicate Within
[LIBGPUSPATIAL] [ 52915][11:00:20:851679][info  ] RTSpatialRefiner 0x74c8db5a7550 (Free 22005 MB), Profiling Results. Parse: 20.60 ms, Refine: 5.15 ms, Copy Results: 0.26 ms
[LIBGPUSPATIAL] [ 52915][11:00:20:925909][info  ] RTSpatialIndex 0x74c8d908e130 (Free 22005 MB), Allocate result buffer, memory consumption 2 MB, capacity 319896
[LIBGPUSPATIAL] [ 52915][11:00:20:926665][info  ] RTSpatialIndex 0x74c8d908e130 (Free 22005 MB), Probe Rectangles, Size: 12276, Results: 319896
[LIBGPUSPATIAL] [ 52915][11:00:20:926703][info  ] RTSpatialIndex 0x74c8d908e130 (Free 22005 MB), Profiling Results. Alloc: 0.10 ms, Prepare: 0.47 ms, RT: 0.35 ms, Copy res: 0.53 ms
[LIBGPUSPATIAL] [ 52915][11:00:20:940381][info  ] RTSpatialRefiner 0x74c8db5a7550 (Free 22005 MB), Loaded Geometries, ProbeArray 12276, Loaded 2414, Type MultiPolygon
[LIBGPUSPATIAL] [ 52915][11:00:20:940495][info  ] RTSpatialRefiner 0x74c8db5a7550 (Free 22005 MB), Evaluating 319896 Geometry Pairs with Predicate Within
[LIBGPUSPATIAL] [ 52915][11:00:20:944266][info  ] RTSpatialRefiner 0x74c8db5a7550 (Free 22005 MB), Profiling Results. Parse: 13.36 ms, Refine: 3.60 ms, Copy Results: 0.24 ms
[LIBGPUSPATIAL] [ 52915][11:00:21:030772][info  ] RTSpatialIndex 0x74c8d908e130 (Free 22005 MB), Allocate result buffer, memory consumption 5 MB, capacity 662983
[LIBGPUSPATIAL] [ 52915][11:00:21:031907][info  ] RTSpatialIndex 0x74c8d908e130 (Free 22005 MB), Probe Rectangles, Size: 13740, Results: 662983
[LIBGPUSPATIAL] [ 52915][11:00:21:031944][info  ] RTSpatialIndex 0x74c8d908e130 (Free 22005 MB), Profiling Results. Alloc: 0.10 ms, Prepare: 0.45 ms, RT: 0.38 ms, Copy res: 0.91 ms
[LIBGPUSPATIAL] [ 52915][11:00:21:047654][info  ] RTSpatialRefiner 0x74c8db5a7550 (Free 22005 MB), Loaded Geometries, ProbeArray 13740, Loaded 2740, Type MultiPolygon
[LIBGPUSPATIAL] [ 52915][11:00:21:047861][info  ] RTSpatialRefiner 0x74c8db5a7550 (Free 22005 MB), Evaluating 662983 Geometry Pairs with Predicate Within
[LIBGPUSPATIAL] [ 52915][11:00:21:053452][info  ] RTSpatialRefiner 0x74c8db5a7550 (Free 22005 MB), Profiling Results. Parse: 15.01 ms, Refine: 5.43 ms, Copy Results: 0.33 ms
[LIBGPUSPATIAL] [ 52915][11:00:21:134171][info  ] RTSpatialIndex 0x74c8d908e130 (Free 22005 MB), Allocate result buffer, memory consumption 2 MB, capacity 295844
[LIBGPUSPATIAL] [ 52915][11:00:21:134877][info  ] RTSpatialIndex 0x74c8d908e130 (Free 22005 MB), Probe Rectangles, Size: 12275, Results: 295844
[LIBGPUSPATIAL] [ 52915][11:00:21:134906][info  ] RTSpatialIndex 0x74c8d908e130 (Free 22005 MB), Profiling Results. Alloc: 0.09 ms, Prepare: 0.45 ms, RT: 0.34 ms, Copy res: 0.51 ms
[LIBGPUSPATIAL] [ 52915][11:00:21:147663][info  ] RTSpatialRefiner 0x74c8db5a7550 (Free 22005 MB), Loaded Geometries, ProbeArray 12275, Loaded 2394, Type MultiPolygon
[LIBGPUSPATIAL] [ 52915][11:00:21:147763][info  ] RTSpatialRefiner 0x74c8db5a7550 (Free 22005 MB), Evaluating 295844 Geometry Pairs with Predicate Within
[LIBGPUSPATIAL] [ 52915][11:00:21:151287][info  ] RTSpatialRefiner 0x74c8db5a7550 (Free 22005 MB), Profiling Results. Parse: 12.46 ms, Refine: 3.35 ms, Copy Results: 0.23 ms
Testing Q11 Execution with GPU using External Tables
No limits applied - using full dataset

GPU mode enabled
Target partitions set to: 1

Creating external tables from Parquet files...
External tables created successfully

Creating geometry views...
Views created successfully

Execution plan for Q11 spatial join (GPU mode):
┌───────────────┬──────────────────────────────────────────────────────────────────────────────────┐
│   plan_type   ┆                                       plan                                       │
│      utf8     ┆                                       utf8                                       │
╞═══════════════╪══════════════════════════════════════════════════════════════════════════════════╡
│ logical_plan  ┆ Projection: count(Int64(1)) AS count(*) AS cross_zone_trip_count                 │
│               ┆   Aggregate: groupBy=[[]], aggr=[[count(Int64(1))]]                              │
│               ┆     Projection:                                                                  │
│               ┆       SpatialJoin: join_type=Inner, filter=pickup_zone.z_zonekey != dropoff_zone │
│               ┆ .z_zonekey AND st_within(t.dropoff_geom, dropoff_zone.geom)                      │
│               ┆         Projection: t.dropoff_geom, pickup_zone.z_zonekey                        │
│               ┆           SpatialJoin: join_type=Inner, filter=st_within(t.pickup_geom, pickup_z │
│               ┆ one.geom)                                                                        │
│               ┆             SubqueryAlias: t                                                     │
│               ┆               SubqueryAlias: trip_geom                                           │
│               ┆                 Projection: st_geomfromwkb(trip_table.t_pickuploc) AS pickup_geo │
│               ┆ m, st_geomfromwkb(trip_table.t_dropoffloc) AS dropoff_geom                       │
│               ┆                   TableScan: trip_table projection=[t_pickuploc, t_dropoffloc]   │
│               ┆             SubqueryAlias: pickup_zone                                           │
│               ┆               SubqueryAlias: zone_geom                                           │
│               ┆                 Projection: zone_table.z_zonekey, st_geomfromwkb(zone_table.z_bo │
│               ┆ undary) AS geom                                                                  │
│               ┆                   TableScan: zone_table projection=[z_zonekey, z_boundary]       │
│               ┆         SubqueryAlias: dropoff_zone                                              │
│               ┆           SubqueryAlias: zone_geom                                               │
│               ┆             Projection: zone_table.z_zonekey, st_geomfromwkb(zone_table.z_bounda │
│               ┆ ry) AS geom                                                                      │
│               ┆               TableScan: zone_table projection=[z_zonekey, z_boundary]           │
├╌╌╌╌╌╌╌╌╌╌╌╌╌╌╌┼╌╌╌╌╌╌╌╌╌╌╌╌╌╌╌╌╌╌╌╌╌╌╌╌╌╌╌╌╌╌╌╌╌╌╌╌╌╌╌╌╌╌╌╌╌╌╌╌╌╌╌╌╌╌╌╌╌╌╌╌╌╌╌╌╌╌╌╌╌╌╌╌╌╌╌╌╌╌╌╌╌╌┤
│ physical_plan ┆ ProjectionExec: expr=[count(Int64(1))@0 as cross_zone_trip_count]                │
│               ┆   AggregateExec: mode=Single, gby=[], aggr=[count(Int64(1))]                     │
│               ┆     ProjectionExec: expr=[]                                                      │
│               ┆       SpatialJoinExec: join_type=Inner, on=ST_within(dropoff_geom@0, geom@1), fi │
│               ┆ lter=z_zonekey@0 != z_zonekey@1                                                  │
│               ┆         SpatialJoinExec: join_type=Inner, on=ST_within(pickup_geom@0, geom@1), p │
│               ┆ rojection=[dropoff_geom@1, z_zonekey@2]                                          │
│               ┆           ProjectionExec: expr=[st_geomfromwkb(t_pickuploc@0) as pickup_geom, st │
│               ┆ _geomfromwkb(t_dropoffloc@1) as dropoff_geom]                                    │
│               ┆             DataSourceExec: file_groups={1 group: [[mnt/data/sedona-spatialbench │
│               ┆ /paper/benchmark-data-sf1/trip/trip.1.parquet:0..182361649, mnt/data/sedona-spat │
│               ┆ ialbench/paper/benchmark-data-sf1/trip/trip.2.parquet:0..182311531]]}, projectio │
│               ┆ n=[t_pickuploc, t_dropoffloc], file_type=parquet                                 │
│               ┆           ProjectionExec: expr=[z_zonekey@0 as z_zonekey, st_geomfromwkb(z_bound │
│               ┆ ary@1) as geom]                                                                  │
│               ┆             DataSourceExec: file_groups={1 group: [[mnt/data/sedona-spatialbench │
│               ┆ /paper/benchmark-data-sf1/zone/zone.1.parquet, mnt/data/sedona-spatialbench/pape │
│               ┆ r/benchmark-data-sf1/zone/zone.2.parquet, mnt/data/sedona-spatialbench/paper/ben │
│               ┆ chmark-data-sf1/zone/zone.3.parquet, mnt/data/sedona-spatialbench/paper/benchmar │
│               ┆ k-data-sf1/zone/zone.4.parquet, mnt/data/sedona-spatialbench/paper/benchmark-dat │
│               ┆ a-sf1/zone/zone.5.parquet, ...]]}, projection=[z_zonekey, z_boundary], file_type │
│               ┆ =parquet                                                                         │
│               ┆         ProjectionExec: expr=[z_zonekey@0 as z_zonekey, st_geomfromwkb(z_boundar │
│               ┆ y@1) as geom]                                                                    │
│               ┆           DataSourceExec: file_groups={1 group: [[mnt/data/sedona-spatialbench/p │
│               ┆ aper/benchmark-data-sf1/zone/zone.1.parquet, mnt/data/sedona-spatialbench/paper/ │
│               ┆ benchmark-data-sf1/zone/zone.2.parquet, mnt/data/sedona-spatialbench/paper/bench │
│               ┆ mark-data-sf1/zone/zone.3.parquet, mnt/data/sedona-spatialbench/paper/benchmark- │
│               ┆ data-sf1/zone/zone.4.parquet, mnt/data/sedona-spatialbench/paper/benchmark-data- │
│               ┆ sf1/zone/zone.5.parquet, ...]]}, projection=[z_zonekey, z_boundary], file_type=p │
│               ┆ arquet                                                                           │
│               ┆                                                                                  │
└───────────────┴──────────────────────────────────────────────────────────────────────────────────┘

Running Q11 query ...
Query: Count trips crossing between different zones

Warmup Run
┌───────────────────┬──────────────────────────────────────────────────────────────────────────────┐
│     plan_type     ┆                                     plan                                     │
│        utf8       ┆                                     utf8                                     │
╞═══════════════════╪══════════════════════════════════════════════════════════════════════════════╡
│ Plan with Metrics ┆ ProjectionExec: expr=[count(Int64(1))@0 as cross_zone_trip_count], metrics=[ │
│                   ┆ output_rows=1, elapsed_compute=1.44µs, output_bytes=8.0 B]                   │
│                   ┆   AggregateExec: mode=Single, gby=[], aggr=[count(Int64(1))], metrics=[outpu │
│                   ┆ t_rows=1, elapsed_compute=138.674µs, output_bytes=8.0 B]                     │
│                   ┆     ProjectionExec: expr=[], metrics=[output_rows=176391, elapsed_compute=14 │
│                   ┆ .619µs, output_bytes=0.0 B]                                                  │
│                   ┆       SpatialJoinExec: join_type=Inner, on=ST_within(dropoff_geom@0, geom@1) │
│                   ┆ , filter=z_zonekey@0 != z_zonekey@1, metrics=[output_rows=176391, spill_coun │
│                   ┆ t=0, spilled_bytes=0.0 B, spilled_rows=0, build_input_batches=22, build_inpu │
│                   ┆ t_rows=3057046, join_result_candidates=6384310, join_result_count=3062667, o │
│                   ┆ utput_batches=24, probe_input_batches=12, probe_input_rows=156095, build_inp │
│                   ┆ ut_total_size_bytes=483013444, build_mem_used=483013444, execution_mode=1, r │
│                   ┆ efiner_mem_used=0, build_input_collection_time=397.675751ms, build_time=120. │
│                   ┆ 324378ms, join_time=889.082817ms, partition_probe_time=1ns]                  │
│                   ┆         SpatialJoinExec: join_type=Inner, on=ST_within(pickup_geom@0, geom@1 │
│                   ┆ ), projection=[dropoff_geom@1, z_zonekey@2], metrics=[output_rows=3057046, s │
│                   ┆ pill_count=0, spilled_bytes=0.0 B, spilled_rows=0, build_input_batches=4, bu │
│                   ┆ ild_input_rows=6000000, join_result_candidates=7297793, join_result_count=30 │
│                   ┆ 57046, output_batches=22, probe_input_batches=12, probe_input_rows=156095, b │
│                   ┆ uild_input_total_size_bytes=1122000032, build_mem_used=1122000032, execution │
│                   ┆ _mode=1, refiner_mem_used=0, build_input_collection_time=713.69895ms, build_ │
│                   ┆ time=581.578322ms, join_time=1.171164184s, partition_probe_time=1ns]         │
│                   ┆           ProjectionExec: expr=[st_geomfromwkb(t_pickuploc@0) as pickup_geom │
│                   ┆ , st_geomfromwkb(t_dropoffloc@1) as dropoff_geom], metrics=[output_rows=6000 │
│                   ┆ 000, elapsed_compute=212.524933ms, output_bytes=542.1 MB]                    │
│                   ┆             DataSourceExec: file_groups={1 group: [[mnt/data/sedona-spatialb │
│                   ┆ ench/paper/benchmark-data-sf1/trip/trip.1.parquet:0..182361649, mnt/data/sed │
│                   ┆ ona-spatialbench/paper/benchmark-data-sf1/trip/trip.2.parquet:0..182311531]] │
│                   ┆ }, projection=[t_pickuploc, t_dropoffloc], file_type=parquet, metrics=[outpu │
│                   ┆ t_rows=6000000, elapsed_compute=1ns, output_bytes=542.1 MB, files_ranges_pru │
│                   ┆ ned_statistics=2 total → 2 matched, row_groups_pruned_statistics=4 total → 4 │
│                   ┆  matched, row_groups_pruned_bloom_filter=4 total → 4 matched, page_index_row │
│                   ┆ s_pruned=0 total → 0 matched, batches_split=0, bytes_scanned=209738293, file │
│                   ┆ _open_errors=0, file_scan_errors=0, num_predicate_creation_errors=0, predica │
│                   ┆ te_cache_inner_records=0, predicate_cache_records=0, predicate_evaluation_er │
│                   ┆ rors=0, pushdown_rows_matched=0, pushdown_rows_pruned=0, bloom_filter_eval_t │
│                   ┆ ime=4ns, metadata_load_time=314.395µs, page_index_eval_time=4ns, row_pushdow │
│                   ┆ n_eval_time=4ns, statistics_eval_time=4ns, time_elapsed_opening=187.468µs, t │
│                   ┆ ime_elapsed_processing=208.799757ms, time_elapsed_scanning_total=1.177689503 │
│                   ┆ s, time_elapsed_scanning_until_data=118.546048ms]                            │
│                   ┆           ProjectionExec: expr=[z_zonekey@0 as z_zonekey, st_geomfromwkb(z_b │
│                   ┆ oundary@1) as geom], metrics=[output_rows=156095, elapsed_compute=26.170437m │
│                   ┆ s, output_bytes=1338.5 MB]                                                   │
│                   ┆             DataSourceExec: file_groups={1 group: [[mnt/data/sedona-spatialb │
│                   ┆ ench/paper/benchmark-data-sf1/zone/zone.1.parquet, mnt/data/sedona-spatialbe │
│                   ┆ nch/paper/benchmark-data-sf1/zone/zone.2.parquet, mnt/data/sedona-spatialben │
│                   ┆ ch/paper/benchmark-data-sf1/zone/zone.3.parquet, mnt/data/sedona-spatialbenc │
│                   ┆ h/paper/benchmark-data-sf1/zone/zone.4.parquet, mnt/data/sedona-spatialbench │
│                   ┆ /paper/benchmark-data-sf1/zone/zone.5.parquet, ...]]}, projection=[z_zonekey │
│                   ┆ , z_boundary], file_type=parquet, metrics=[output_rows=156095, elapsed_compu │
│                   ┆ te=1ns, output_bytes=1338.5 MB, files_ranges_pruned_statistics=6 total → 6 m │
│                   ┆ atched, row_groups_pruned_statistics=12 total → 12 matched, row_groups_prune │
│                   ┆ d_bloom_filter=12 total → 12 matched, page_index_rows_pruned=0 total → 0 mat │
│                   ┆ ched, batches_split=0, bytes_scanned=1384587770, file_open_errors=0, file_sc │
│                   ┆ an_errors=0, num_predicate_creation_errors=0, predicate_cache_inner_records= │
│                   ┆ 0, predicate_cache_records=0, predicate_evaluation_errors=0, pushdown_rows_m │
│                   ┆ atched=0, pushdown_rows_pruned=0, bloom_filter_eval_time=12ns, metadata_load │
│                   ┆ _time=2.447152ms, page_index_eval_time=12ns, row_pushdown_eval_time=12ns, st │
│                   ┆ atistics_eval_time=12ns, time_elapsed_opening=566.632µs, time_elapsed_proces │
│                   ┆ sing=324.607449ms, time_elapsed_scanning_total=2.130388523s, time_elapsed_sc │
│                   ┆ anning_until_data=291.370032ms]                                              │
│                   ┆         ProjectionExec: expr=[z_zonekey@0 as z_zonekey, st_geomfromwkb(z_bou │
│                   ┆ ndary@1) as geom], metrics=[output_rows=156095, elapsed_compute=27.28189ms,  │
│                   ┆ output_bytes=1338.5 MB]                                                      │
│                   ┆           DataSourceExec: file_groups={1 group: [[mnt/data/sedona-spatialben │
│                   ┆ ch/paper/benchmark-data-sf1/zone/zone.1.parquet, mnt/data/sedona-spatialbenc │
│                   ┆ h/paper/benchmark-data-sf1/zone/zone.2.parquet, mnt/data/sedona-spatialbench │
│                   ┆ /paper/benchmark-data-sf1/zone/zone.3.parquet, mnt/data/sedona-spatialbench/ │
│                   ┆ paper/benchmark-data-sf1/zone/zone.4.parquet, mnt/data/sedona-spatialbench/p │
│                   ┆ aper/benchmark-data-sf1/zone/zone.5.parquet, ...]]}, projection=[z_zonekey,  │
│                   ┆ z_boundary], file_type=parquet, metrics=[output_rows=156095, elapsed_compute │
│                   ┆ =1ns, output_bytes=1338.5 MB, files_ranges_pruned_statistics=6 total → 6 mat │
│                   ┆ ched, row_groups_pruned_statistics=12 total → 12 matched, row_groups_pruned_ │
│                   ┆ bloom_filter=12 total → 12 matched, page_index_rows_pruned=0 total → 0 match │
│                   ┆ ed, batches_split=0, bytes_scanned=1384587770, file_open_errors=0, file_scan │
│                   ┆ _errors=0, num_predicate_creation_errors=0, predicate_cache_inner_records=0, │
│                   ┆  predicate_cache_records=0, predicate_evaluation_errors=0, pushdown_rows_mat │
│                   ┆ ched=0, pushdown_rows_pruned=0, bloom_filter_eval_time=12ns, metadata_load_t │
│                   ┆ ime=1.677321ms, page_index_eval_time=12ns, row_pushdown_eval_time=12ns, stat │
│                   ┆ istics_eval_time=12ns, time_elapsed_opening=435.187µs, time_elapsed_processi │
│                   ┆ ng=250.099084ms, time_elapsed_scanning_total=1.376652011s, time_elapsed_scan │
│                   ┆ ning_until_data=252.271791ms]                                                │
│                   ┆                                                                              │
└───────────────────┴──────────────────────────────────────────────────────────────────────────────┘
[LIBGPUSPATIAL] [ 52915][11:00:22:348817][info  ] Create RTSpatialIndex 0x74c8d908e130, fast_build = 0, compact = 0, concurrency = 1
[LIBGPUSPATIAL] [ 52915][11:00:22:349143][info  ] Create RTSpatialRefiner 0x74c8db5a7550, fast_build = 0, compact = 0, parsing_threads = 8, concurrency = 1, pipeline_batches = 1, wkb_parser_memory_quota = 0.80, relate_engine_memory_quota = 0.80
[LIBGPUSPATIAL] [ 52915][11:00:22:544449][info  ] RTSpatialRefiner 0x74c8db5a7550 (Free 22005 MB), Profiling Results. PushBuild: 99.51 ms, FinishBuilding: 0.01 ms
[LIBGPUSPATIAL] [ 52915][11:00:22:544481][info  ] RTSpatialRefiner 0x74c8db5a7550 (Free 22005 MB), FinishBuilding Refiner, Total geoms: 6000000
[LIBGPUSPATIAL] [ 52915][11:00:22:544496][info  ] RTSpatialIndex 0x74c8d908e130 (Free 22005 MB), PushBuild, Rectangles 6000000
[LIBGPUSPATIAL] [ 52915][11:00:22:554705][info  ] RTSpatialIndex 0x74c8d908e130 (Free 22005 MB), FinishBuilding Index on Points, Total geoms: 6000000
[LIBGPUSPATIAL] [ 52915][11:00:22:554730][info  ] RTSpatialIndex 0x74c8d908e130 (Free 22005 MB), Profiling Results. PushBuild: 7.33 ms, FinishBuilding: 2.88 ms
